[2025-11-13T23:02:01.271Z] [INFO] === CareerCompassi Enhancement Script Started ===
[2025-11-13T23:02:01.285Z] [INFO] Processing: /Users/yasiinali/careercompassi/data/careers-fi.ts
[2025-11-13T23:02:01.287Z] [INFO] File read successfully: 1036674 characters
[2025-11-13T23:02:01.289Z] [INFO] Backup created: /Users/yasiinali/careercompassi/data/careers-fi.backup.ts
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: occupational-health-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: health-data-analyst
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: health-data-analyst
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: nutrition-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: nutrition-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: healthcare-coordinator
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: healthcare-coordinator
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: international-sales-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: international-sales-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: remote-team-lead
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: remote-team-lead
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: localization-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: localization-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: global-partnerships-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: global-partnerships-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: technical-support-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: technical-support-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: translation-project-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: translation-project-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: diversity-and-inclusion-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: diversity-and-inclusion-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: social-justice-advocate
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: social-justice-advocate
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: community-organizer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: community-organizer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: nonprofit-program-coordinator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: nonprofit-program-coordinator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: human-rights-researcher
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: human-rights-researcher
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: accessibility-consultant
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: accessibility-consultant
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: gender-equality-advisor
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: gender-equality-advisor
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: youth-empowerment-coordinator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: youth-empowerment-coordinator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: sustainable-fashion-designer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: sustainable-fashion-designer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: circular-economy-specialist
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: circular-economy-specialist
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: ethical-brand-strategist
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: ethical-brand-strategist
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: green-building-designer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: green-building-designer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: zero-waste-consultant
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: zero-waste-consultant
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: sustainable-product-designer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: sustainable-product-designer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: ethical-sourcing-manager
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: ethical-sourcing-manager
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: inclusive-content-creator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: inclusive-content-creator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: cultural-sensitivity-consultant
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: cultural-sensitivity-consultant
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: representation-editor
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: representation-editor
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: documentary-filmmaker-social-issues
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: documentary-filmmaker-social-issues
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: multicultural-marketing-specialist
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: multicultural-marketing-specialist
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: public-art-coordinator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: public-art-coordinator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: cultural-events-producer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: cultural-events-producer
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: art-therapy-facilitator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: art-therapy-facilitator
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: community-arts-director
[2025-11-13T23:02:01.322Z] [INFO] Enhanced employers for: community-arts-director
[2025-11-13T23:02:01.322Z] [INFO] Enhanced impact for: museum-education-specialist
[2025-11-13T23:02:01.323Z] [INFO] Enhanced employers for: museum-education-specialist
[2025-11-13T23:02:01.324Z] [INFO] Enhanced file written: /Users/yasiinali/careercompassi/data/careers-fi.ts
[2025-11-13T23:02:01.324Z] [INFO] 
=== Enhancement Statistics ===
[2025-11-13T23:02:01.324Z] [INFO] Total careers processed: 361
[2025-11-13T23:02:01.324Z] [INFO] Enhanced descriptions: 0
[2025-11-13T23:02:01.324Z] [INFO] Enhanced impacts: 5
[2025-11-13T23:02:01.324Z] [INFO] Enhanced employers: 0
[2025-11-13T23:02:01.324Z] [INFO] Helsinki references replaced: 0
[2025-11-13T23:02:01.324Z] [INFO] Age-specific references removed: 0
[2025-11-13T23:02:01.324Z] [INFO] Errors encountered: 0
[2025-11-13T23:02:01.324Z] [INFO] 
=== Sample Detailed Changes (first 10) ===
[2025-11-13T23:02:01.324Z] [INFO] 
Career: kielten-opettaja
[2025-11-13T23:02:01.324Z] [INFO]   Field: impact
[2025-11-13T23:02:01.324Z] [INFO]   - Impact 3: Added "Suomessa ja" before international
[2025-11-13T23:02:01.324Z] [INFO] 
Career: international-sales-manager
[2025-11-13T23:02:01.324Z] [INFO]   Field: impact
[2025-11-13T23:02:01.324Z] [INFO]   - Impact 1: Added "Suomessa ja" before international
[2025-11-13T23:02:01.324Z] [INFO]   - Impact 3: Added "Suomessa ja" before international
[2025-11-13T23:02:01.324Z] [INFO] 
Career: global-partnerships-manager
[2025-11-13T23:02:01.324Z] [INFO]   Field: impact
[2025-11-13T23:02:01.324Z] [INFO]   - Impact 3: Added "Suomessa ja" before international
[2025-11-13T23:02:01.324Z] [INFO] 
Career: human-rights-researcher
[2025-11-13T23:02:01.324Z] [INFO]   Field: impact
[2025-11-13T23:02:01.324Z] [INFO]   - Impact 3: Added "Suomessa ja" before international
[2025-11-13T23:02:01.324Z] [INFO] 
Career: cultural-sensitivity-consultant
[2025-11-13T23:02:01.324Z] [INFO]   Field: impact
[2025-11-13T23:02:01.324Z] [INFO]   - Impact 3: Added "Suomessa ja" before international
[2025-11-13T23:02:01.324Z] [INFO] 
=== Enhancement Complete ===
[2025-11-13T23:02:01.324Z] [INFO] Backup saved to: /Users/yasiinali/careercompassi/data/careers-fi.backup.ts
[2025-11-13T23:02:01.324Z] [INFO] Enhanced file saved to: /Users/yasiinali/careercompassi/data/careers-fi.ts
